accession	tax_id	scientific_name	last_updated	base_count	first_public	description
U95257	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.
AF284478	7226	Drosophila mauritiana	2006-11-14	701	2000-11-02	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.
AY095941	42027	Drosophila kuntzei	2008-12-16	431	2003-05-01	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471642	381452	Drosophila barutani	2006-07-20	711	2006-07-20	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110511	7271	Drosophila nebulosa	2011-06-02	795	2011-05-06	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110513	30039	Drosophila neocordata	2011-06-02	832	2011-05-06	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.
LC165372	7248	Drosophila athabasca	2019-06-04	377	2019-06-04	Drosophila athabasca Adh gene, partial cds, strain: 14012-0211.00a.
LC165376	46829	Drosophila birchii	2019-06-04	555	2019-06-04	Drosophila birchii Adh gene, partial cds, strain: 14028-0521.00.
LC165390	46793	Drosophila paulistorum	2019-06-04	488	2019-06-04	Drosophila paulistorum Adh gene, partial cds, strain: 14030-0771.00.
MK017205	66368	Drosophila guttifera	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila guttifera adh-related-like (Adhr) gene, partial sequence.
U95251	7260	Drosophila willistoni	2005-04-18	1174	1999-01-06	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.
U95275	7271	Drosophila nebulosa	2005-04-18	1251	1999-01-06	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.
AF284474	7226	Drosophila mauritiana	2006-11-14	702	2000-11-02	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.
AF284477	7226	Drosophila mauritiana	2006-11-14	702	2000-11-02	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.
AY095947	193352	Drosophila unispina	2008-12-16	442	2003-05-01	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.
AY335201	30047	Drosophila sturtevanti	2005-04-16	792	2003-12-31	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471617	381448	Drosophila angor	2006-07-20	711	2006-07-20	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471625	381468	Drosophila perlucida	2006-07-20	711	2006-07-20	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471646	2609301	Drosophila bipatita (nomen nudum)	2006-07-20	711	2006-07-20	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471647	311478	Drosophila bai	2006-07-20	711	2006-07-20	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.
KX384732	42062	Drosophila nasuta	2017-01-03	1122	2017-01-03	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.
M62742	7268	Drosophila mayaguana	2006-11-14	905	1991-07-11	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
M62743	7264	Drosophila buzzatii	2006-11-14	908	1991-07-11	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
U95256	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.
AY095950	7283	Drosophila phalerata	2008-12-16	430	2003-05-01	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.
AY804555	7245	Drosophila yakuba	2005-10-06	759	2005-10-06	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471614	381448	Drosophila angor	2006-07-20	711	2006-07-20	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.
MK017206	7250	Drosophila immigrans	2018-12-05	472	2018-12-05	UNVERIFIED: Drosophila immigrans adh-related-like (Adhr) gene, partial sequence.
MK017219	198725	Drosophila subquinaria	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila subquinaria adh-related-like (Adhr) gene, partial sequence.
DQ471622	381462	Drosophila hei	2006-07-20	711	2006-07-20	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471641	311476	Drosophila neokadai	2006-07-20	711	2006-07-20	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.
AY095935	42028	Drosophila limbata	2008-12-16	447	2003-05-01	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.
AB669828	73155	Drosophila biauraria	2014-01-02	842	2014-01-02	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.
AB669872	307242	Drosophila ohnishii	2014-01-02	843	2014-01-02	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.
AB825962	94110	Drosophila trapezifrons	2015-12-16	836	2015-12-16	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.
AF459767	73157	Drosophila nikananu	2006-11-14	290	2002-05-16	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459783	67533	Drosophila rufa	2006-11-14	290	2002-05-16	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EU999242	40366	Drosophila americana	2008-09-09	840	2008-09-09	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.
KJ767237	7227	Drosophila melanogaster	2014-10-29	872	2014-09-04	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.
LC057780	7291	Drosophila albomicans	2015-06-26	851	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: KMT408.
AB669827	73155	Drosophila biauraria	2014-01-02	842	2014-01-02	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.
AB669849	137355	Drosophila burlai	2014-01-02	833	2014-01-02	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.
AF136692	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136702	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.
AF136704	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.
AF459749	29030	Drosophila takahashii	2006-11-14	290	2002-05-16	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459760	29029	Drosophila eugracilis	2006-11-14	290	2002-05-16	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459764	60717	Drosophila punjabiensis	2006-11-14	290	2002-05-16	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
LC057775	7291	Drosophila albomicans	2015-06-26	844	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: GZL3.
LC057776	7291	Drosophila albomicans	2015-06-26	846	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: HNZ12.
LC057781	7291	Drosophila albomicans	2015-06-26	846	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: KT48.
LC057805	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: VNS23.
U76470	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669830	67531	Drosophila lacteicornis	2014-01-02	838	2014-01-02	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.
AF136656	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.
AF136663	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.
AF136698	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459750	51159	Drosophila lutescens	2006-11-14	290	2002-05-16	Drosophila lutescens alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560576	306028	Drosophila gasici	2008-07-12	622	2008-05-01	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
U76476	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 8 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669841	67534	Drosophila triauraria	2014-01-02	842	2014-01-02	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.
AB669894	137078	Drosophila truncata	2014-01-02	830	2014-01-02	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN179.
AF136700	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.
AF459781	137076	Drosophila orosa	2006-11-14	290	2002-05-16	Drosophila orosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF136673	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.
AF136681	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459751	73156	Drosophila lucipennis	2006-11-14	290	2002-05-16	Drosophila lucipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB669833	67532	Drosophila quadraria	2014-01-02	843	2014-01-02	Drosophila quadraria Adh gene for alcohol dehydrogenase, partial cds, strain: Q.
EF560577	306029	Drosophila mesophragmatica	2008-07-12	605	2008-05-01	Drosophila mesophragmatica pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
U76474	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669829	67531	Drosophila lacteicornis	2014-01-02	838	2014-01-02	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.
AB669861	137356	Drosophila cauverii	2014-01-02	833	2014-01-02	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.
AF136677	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340302	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.
AB703316	7247	Drosophila algonquin	2012-03-18	405	2012-03-18	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.
AY102231	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain MazF jingwei (jgw) gene, adh-derived region, partial cds.
AY340278	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.
AY340292	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.
AY340294	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY874361	7241	Drosophila subobscura	2005-05-31	1422	2005-05-31	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY874371	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AF136678	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.
AY102222	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain chiri1 jingwei (jgw) gene, adh-derived region, partial cds.
AY102226	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain eua9 jingwei (jgw) gene, adh-derived region, partial cds.
AY340280	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.
AY340295	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.
AY874368	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
U76483	7231	Drosophila mulleri	2005-04-18	902	1997-03-06	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB703319	7249	Drosophila azteca	2012-03-18	405	2012-03-18	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.
AB703320	7218	Drosophila bifasciata	2012-03-18	405	2012-03-18	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.
AY102229	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain MazL jingwei (jgw) gene, adh-derived region, partial cds.
AY102232	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain MazK jingwei (jgw) gene, adh-derived region, partial cds.
EF216308	426741	Drosophila luguensis	2010-09-07	431	2007-06-10	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
AB703324	7237	Drosophila pseudoobscura	2012-03-18	405	2012-03-18	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.
AY340284	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.
AY340285	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.
AY874367	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY874374	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
EF216309	426743	Drosophila limingi	2010-09-07	429	2007-06-10	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
U76480	7231	Drosophila mulleri	2005-04-18	902	1997-03-06	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY874366	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY695385	133993	Drosophila belladunni	2006-11-14	1117	2006-08-01	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AB669838	137070	Drosophila tani	2014-01-02	838	2014-01-02	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.
AB669874	73157	Drosophila nikananu	2014-01-02	838	2014-01-02	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.
AF067283	7239	Drosophila subsilvestris	2006-11-14	437	1998-07-02	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154844	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154854	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17827	7227	Drosophila melanogaster	2006-11-14	2696	1991-07-01	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.
AB932673	133976	Drosophila similis	2014-10-26	839	2014-10-26	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.
AY154843	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154845	7263	Drosophila arizonae	2005-04-16	879	2003-03-03	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
LC057201	94111	Drosophila prostipennis	2019-06-04	827	2019-06-04	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.
LC057202	186284	Drosophila paralutea	2019-06-04	829	2019-06-04	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.
M17828	7227	Drosophila melanogaster	2006-11-14	2696	1991-07-01	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB194441	42026	Drosophila bipectinata	2006-02-27	759	2005-05-07	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.
AB669848	132243	Drosophila vulcana	2014-01-02	773	2014-01-02	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.
AB669886	137074	Drosophila mayri	2014-01-02	836	2014-01-02	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.
AB932666	133990	Drosophila parthenogenetica	2014-10-26	834	2014-10-26	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.
AY279328	30038	Drosophila mimetica	2006-11-14	2698	2004-03-31	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
EF560579	30028	Drosophila gaucha	2008-07-12	626	2008-05-01	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.
X15585	7232	Drosophila navojoa	2006-11-14	2334	1989-11-23	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)
AY695382	133979	Drosophila dunni	2006-11-14	2005	2006-08-01	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.
AB194427	30050	Drosophila varians	2006-02-27	1756	2005-05-07	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045124	30024	Drosophila emarginata	2006-11-14	405	1998-06-02	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045125	30024	Drosophila emarginata	2006-11-14	405	1998-06-02	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY102238	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain uz17 isolate 2 jingwei (jgw) gene, adh-derived region, partial cds.
AY154830	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154864	7230	Drosophila mojavensis	2005-04-16	877	2003-03-03	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154868	7230	Drosophila mojavensis	2005-04-16	878	2003-03-03	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194421	42026	Drosophila bipectinata	2006-02-27	1769	2005-05-07	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AY154834	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154837	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154874	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154876	7230	Drosophila mojavensis	2005-04-16	878	2003-03-03	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045113	7273	Drosophila saltans	2006-11-14	405	1998-06-02	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF348881	73155	Drosophila biauraria	2006-11-14	666	2001-04-16	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348880	67534	Drosophila triauraria	2006-11-14	668	2001-04-16	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AY238779	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238775	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238771	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238773	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
DQ363229	125945	Drosophila biarmipes	2006-05-25	546	2006-05-25	Drosophila biarmipes Adh (Adh) gene, partial cds.
X78384	7227	Drosophila melanogaster	2006-11-14	4761	1994-05-06	D.melanogaster Adh and Adh-dup genes
EU877941	7217	Drosophila ananassae	2008-12-16	859	2008-08-06	Drosophila ananassae isolate 24ADH ADH (adh) gene, complete cds.
EF136985	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.53 Adh (Adh) gene, partial cds.
EF136984	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.11 Adh (Adh) gene, partial cds.
EF136990	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate SB02.06 Adh (Adh) gene, partial cds.
EF136995	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate SB02.13 Adh (Adh) gene, partial cds.
EF136999	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.03 Adh (Adh) gene, partial cds.
EF136987	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.35 Adh (Adh) gene, partial cds.
EF136988	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.45 Adh (Adh) gene, partial cds.
EF136976	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate FP99.35 Adh (Adh) gene, partial cds.
EF136972	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate FP99.71 Adh (Adh) gene, partial cds.
EF136975	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate FP99.91 Adh (Adh) gene, partial cds.
EF136986	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.41 Adh (Adh) gene, partial cds.
AF175212	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h13 allele, complete cds.
AF175217	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k30 allele, complete cds.
U64547	7237	Drosophila pseudoobscura	2005-04-18	3471	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS323 allele, complete cds.
U64551	7237	Drosophila pseudoobscura	2005-04-18	3473	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS334 allele, complete cds.
AF175211	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h12 allele, complete cds.
AF175216	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.
AF175220	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.
U64528	7237	Drosophila pseudoobscura	2005-04-18	3488	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.
U64556	7237	Drosophila pseudoobscura	2005-04-18	3471	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.
U64524	7237	Drosophila pseudoobscura	2005-04-18	3498	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.
U64549	7237	Drosophila pseudoobscura	2005-04-18	3470	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.
U64543	7237	Drosophila pseudoobscura	2005-04-18	3458	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.
U64548	7237	Drosophila pseudoobscura	2005-04-18	3498	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.
U64532	7237	Drosophila pseudoobscura	2005-04-18	3392	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.
U64545	7237	Drosophila pseudoobscura	2005-04-18	3474	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.
U64560	7237	Drosophila pseudoobscura	2005-04-18	3467	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.
MN267958	95624	Drosophila quinaria	2019-08-23	552	2019-08-23	Drosophila quinaria isolate Q ADH-related protein (ADH-R) gene, partial cds.
MN268001	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_SE_14 ADH-related protein (ADH-R) gene, partial cds.
MN268002	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_SE_22 ADH-related protein (ADH-R) gene, partial cds.
MN268004	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_SH_1 ADH-related protein (ADH-R) gene, partial cds.
MN267991	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_KA_31 ADH-related protein (ADH-R) gene, partial cds.
MN268011	193351	Drosophila transversa	2019-08-23	552	2019-08-23	Drosophila transversa isolate T_UP_7 ADH-related protein (ADH-R) gene, partial cds.
MN267980	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_CA_12 ADH-related protein (ADH-R) gene, partial cds.
MN268008	193351	Drosophila transversa	2019-08-23	552	2019-08-23	Drosophila transversa isolate T_UP_4 ADH-related protein (ADH-R) gene, partial cds.
MN267981	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_CA_9 ADH-related protein (ADH-R) gene, partial cds.
